RPM,RPM ref,P,I,duty cycle,time
1447,1350,0.05,0.01,79,7420
1453,1350,0.05,0.01,77,7430
1449,1400,0.05,0.01,80,7440
1448,1450,0.05,0.01,82,7450
1448,1450,0.05,0.01,82,7460
1453,1450,0.05,0.01,82,7470
1453,1450,0.05,0.01,82,7480
1458,1450,0.05,0.01,82,7490
1458,1400,0.05,0.01,79,7500
1466,1450,0.05,0.01,80,7510
1462,1400,0.05,0.01,78,7520
1462,1500,0.05,0.01,83,7530
2937,1450,0.05,0.01,0,7540
1436,1400,0.05,0.01,79,7550
1429,1450,0.05,0.01,82,7560
1441,1450,0.05,0.01,81,7570
1441,1450,0.05,0.01,82,7580
1453,1450,0.05,0.01,81,7590
1462,1450,0.05,0.01,80,7600
1462,1400,0.05,0.01,77,7610
1466,1450,0.05,0.01,79,7620
1470,1450,0.05,0.01,79,7630
1462,1450,0.05,0.01,79,7640
1449,1350,0.05,0.01,74,7650
1445,1450,0.05,0.01,79,7660
1437,1400,0.05,0.01,77,7670
1425,1350,0.05,0.01,74,7680
1429,1450,0.05,0.01,79,7690
1425,1450,0.05,0.01,80,7700
1433,1450,0.05,0.01,80,7710
1437,1450,0.05,0.01,79,7720
1441,1400,0.05,0.01,76,7730
1443,1450,0.05,0.01,79,7740
1437,1400,0.05,0.01,76,7750
1433,1350,0.05,0.01,73,7760
1429,1450,0.05,0.01,78,7770
1435,1400,0.05,0.01,75,7780
1437,1500,0.05,0.01,81,7790
1462,1400,0.05,0.01,74,7800
1497,1350,0.05,0.01,68,7810
1514,1400,0.05,0.01,69,7820
1563,1450,0.05,0.01,68,7830
1572,1450,0.05,0.01,66,7840
1592,1450,0.05,0.01,64,7850
1623,1450,0.05,0.01,60,7860
1646,1450,0.05,0.01,57,7870
1652,1450,0.05,0.01,55,7880
1650,1450,0.05,0.01,53,7890
1645,1450,0.05,0.01,51,7900
1661,1450,0.05,0.01,48,7910
1667,1450,0.05,0.01,46,7920
1650,1450,0.05,0.01,45,7930
1634,1450,0.05,0.01,44,7940
1623,1450,0.05,0.01,42,7950
1623,1450,0.05,0.01,41,7960
1618,1400,0.05,0.01,36,7970
1597,1400,0.05,0.01,35,7980
1592,1400,0.05,0.01,34,7990
1570,1400,0.05,0.01,33,8000
1567,1400,0.05,0.01,32,8010
1543,1400,0.05,0.01,31,8020
1534,1400,0.05,0.01,31,8030
1529,1400,0.05,0.01,29,8040
1520,1450,0.05,0.01,32,8050
1493,1400,0.05,0.01,30,8060
1488,1450,0.05,0.01,32,8070
1484,1400,0.05,0.01,29,8080
1462,1400,0.05,0.01,29,8090
1457,1400,0.05,0.01,29,8100
1445,1400,0.05,0.01,29,8110
1425,1400,0.05,0.01,30,8120
1419,1400,0.05,0.01,30,8130
1412,1400,0.05,0.01,30,8140
1387,1400,0.05,0.01,32,8150
1000000,1450,0.05,0.01,0,8160
1374,1400,0.05,0.01,33,8170
1353,1400,0.05,0.01,34,8180
1344,1400,0.05,0.01,35,8190
1337,1400,0.05,0.01,36,8200
1315,1400,0.05,0.01,38,8210
1312,1400,0.05,0.01,39,8220
1308,1400,0.05,0.01,40,8230
1289,1400,0.05,0.01,42,8240
1289,1450,0.05,0.01,46,8250
1276,1450,0.05,0.01,49,8260
1273,1450,0.05,0.01,51,8270
1285,1400,0.05,0.01,49,8280
1279,1450,0.05,0.01,53,8290
1282,1450,0.05,0.01,55,8300
1302,1400,0.05,0.01,52,8310
1309,1450,0.05,0.01,56,8320
1323,1450,0.05,0.01,56,8330
1316,1400,0.05,0.01,55,8340
1340,1450,0.05,0.01,57,8350
1359,1450,0.05,0.01,57,8360
1355,1450,0.05,0.01,59,8370
1374,1450,0.05,0.01,58,8380
1397,1450,0.05,0.01,58,8390
1395,1400,0.05,0.01,55,8400
1408,1450,0.05,0.01,58,8410
1433,1450,0.05,0.01,57,8420
1427,1450,0.05,0.01,57,8430
1448,1450,0.05,0.01,56,8440
1466,1450,0.05,0.01,55,8450
1471,1450,0.05,0.01,56,8460
1475,1450,0.05,0.01,54,8470
1488,1450,0.05,0.01,53,8480
1488,1450,0.05,0.01,53,8490
1488,1450,0.05,0.01,52,8500
1484,1450,0.05,0.01,52,8510
1495,1450,0.05,0.01,51,8520
1488,1450,0.05,0.01,51,8530
1488,1500,0.05,0.01,54,8540
1504,1400,0.05,0.01,47,8550
1493,1400,0.05,0.01,47,8560
1488,1400,0.05,0.01,46,8570
1493,1400,0.05,0.01,45,8580
1493,1400,0.05,0.01,44,8590
1471,1400,0.05,0.01,44,8600
1475,1400,0.05,0.01,43,8610
1475,1400,0.05,0.01,43,8620
1453,1450,0.05,0.01,46,8630
1457,1450,0.05,0.01,46,8640
1437,1450,0.05,0.01,46,8650
1441,1450,0.05,0.01,47,8660
1441,1450,0.05,0.01,47,8670
1429,1450,0.05,0.01,48,8680
1429,1450,0.05,0.01,48,8690
1429,1450,0.05,0.01,48,8700
1417,1400,0.05,0.01,46,8710
1420,1400,0.05,0.01,46,8720
1404,1400,0.05,0.01,46,8730
1404,1400,0.05,0.01,46,8740
1408,1400,0.05,0.01,46,8750
1397,1400,0.05,0.01,47,8760
1394,1450,0.05,0.01,50,8770
1399,1450,0.05,0.01,50,8780
1393,1450,0.05,0.01,51,8790
1397,1400,0.05,0.01,48,8800
1403,1450,0.05,0.01,51,8810
1401,1450,0.05,0.01,52,8820
1401,1400,0.05,0.01,49,8830
2770,1400,0.05,0.01,0,8840
1390,1400,0.05,0.01,50,8850
1389,1450,0.05,0.01,53,8860
1400,1400,0.05,0.01,50,8870
1393,1450,0.05,0.01,53,8880
1397,1450,0.05,0.01,54,8890
1412,1450,0.05,0.01,53,8900
1416,1400,0.05,0.01,50,8910
1415,1400,0.05,0.01,50,8920
1423,1400,0.05,0.01,50,8930
1420,1400,0.05,0.01,50,8940
1416,1400,0.05,0.01,50,8950
1428,1400,0.05,0.01,49,8960
1416,1450,0.05,0.01,52,8970
1416,1400,0.05,0.01,50,8980
1433,1400,0.05,0.01,48,8990
1416,1450,0.05,0.01,52,9000
1425,1450,0.05,0.01,52,9010
1433,1400,0.05,0.01,49,9020
1429,1400,0.05,0.01,49,9030
1425,1400,0.05,0.01,49,9040
1433,1400,0.05,0.01,48,9050
1420,1400,0.05,0.01,48,9060
1418,1400,0.05,0.01,48,9070
1425,1400,0.05,0.01,48,9080
1431,1400,0.05,0.01,47,9090
1412,1450,0.05,0.01,51,9100
1420,1450,0.05,0.01,51,9110
1433,1450,0.05,0.01,50,9120
1416,1450,0.05,0.01,51,9130
1425,1450,0.05,0.01,51,9140
1437,1400,0.05,0.01,48,9150
1425,1400,0.05,0.01,48,9160
1429,1450,0.05,0.01,51,9170
1437,1400,0.05,0.01,47,9180
1420,1450,0.05,0.01,51,9190
1435,1450,0.05,0.01,50,9200
1437,1450,0.05,0.01,50,9210
1437,1400,0.05,0.01,48,9220
1440,1400,0.05,0.01,47,9230
1437,1450,0.05,0.01,50,9240
1433,1450,0.05,0.01,50,9250
1433,1450,0.05,0.01,50,9260
1441,1450,0.05,0.01,50,9270
1433,1450,0.05,0.01,51,9280
1441,1450,0.05,0.01,50,9290
1428,1450,0.05,0.01,51,9300
1437,1450,0.05,0.01,51,9310
1445,1450,0.05,0.01,51,9320
1433,1400,0.05,0.01,48,9330
1441,1450,0.05,0.01,51,9340
1437,1450,0.05,0.01,51,9350
1437,1400,0.05,0.01,48,9360
1445,1450,0.05,0.01,50,9370
1437,1400,0.05,0.01,48,9380
1437,1450,0.05,0.01,50,9390
1441,1450,0.05,0.01,50,9400
1433,1400,0.05,0.01,48,9410
1433,1450,0.05,0.01,50,9420
1441,1400,0.05,0.01,47,9430
1433,1400,0.05,0.01,47,9440
1429,1400,0.05,0.01,47,9450
1437,1400,0.05,0.01,46,9460
1441,1400,0.05,0.01,46,9470
1420,1400,0.05,0.01,47,9480
1425,1450,0.05,0.01,49,9490
1433,1450,0.05,0.01,49,9500
1416,1450,0.05,0.01,50,9510
1422,1450,0.05,0.01,50,9520
1436,1400,0.05,0.01,46,9530
1416,1450,0.05,0.01,50,9540
1429,1400,0.05,0.01,47,9550
1431,1400,0.05,0.01,46,9560
1412,1400,0.05,0.01,47,9570
1420,1450,0.05,0.01,50,9580
1425,1400,0.05,0.01,47,9590
1408,1400,0.05,0.01,47,9600
1416,1400,0.05,0.01,47,9610
1420,1400,0.05,0.01,46,9620
1401,1400,0.05,0.01,47,9630
1408,1450,0.05,0.01,50,9640
1412,1400,0.05,0.01,47,9650
1397,1450,0.05,0.01,51,9660
1404,1400,0.05,0.01,48,9670
1412,1400,0.05,0.01,48,9680
1404,1400,0.05,0.01,48,9690
1404,1400,0.05,0.01,48,9700
1412,1400,0.05,0.01,47,9710
1400,1400,0.05,0.01,49,9720
1401,1450,0.05,0.01,51,9730
1405,1450,0.05,0.01,51,9740
1408,1450,0.05,0.01,52,9750
1412,1450,0.05,0.01,52,9760
1423,1450,0.05,0.01,52,9770
1420,1400,0.05,0.01,49,9780
1425,1400,0.05,0.01,49,9790
1429,1450,0.05,0.01,51,9800
1420,1450,0.05,0.01,52,9810
1429,1400,0.05,0.01,49,9820
1437,1400,0.05,0.01,48,9830
1422,1400,0.05,0.01,48,9840
1429,1450,0.05,0.01,51,9850
1416,1450,0.05,0.01,52,9860
1432,1450,0.05,0.01,51,9870
1433,1450,0.05,0.01,51,9880
1429,1450,0.05,0.01,52,9890
1441,1400,0.05,0.01,48,9900
1435,1400,0.05,0.01,48,9910
1433,1450,0.05,0.01,51,9920
2911,1400,0.05,0.01,0,9930
1423,1400,0.05,0.01,49,9940
1416,1450,0.05,0.01,52,9950
1429,1450,0.05,0.01,51,9960
1427,1450,0.05,0.01,52,9970
1430,1450,0.05,0.01,52,9980
1438,1450,0.05,0.01,51,9990
1437,1450,0.05,0.01,52,10000
1441,1450,0.05,0.01,52,10010
1449,1450,0.05,0.01,51,10020
1445,1400,0.05,0.01,48,10030
1445,1400,0.05,0.01,48,10040
1449,1400,0.05,0.01,47,10050
1459,1450,0.05,0.01,49,10060
1441,1450,0.05,0.01,50,10070
1449,1400,0.05,0.01,47,10080
1456,1400,0.05,0.01,46,10090
1437,1450,0.05,0.01,49,10100
1443,1450,0.05,0.01,49,10110
1449,1450,0.05,0.01,49,10120
1435,1400,0.05,0.01,47,10130
1441,1450,0.05,0.01,49,10140
1445,1400,0.05,0.01,46,10150
1437,1400,0.05,0.01,46,10160
1433,1400,0.05,0.01,46,10170
1433,1400,0.05,0.01,45,10180
1420,1400,0.05,0.01,46,10190
1418,1400,0.05,0.01,46,10200
1404,1400,0.05,0.01,45,10210
1408,1400,0.05,0.01,46,10220
1408,1400,0.05,0.01,46,10230
1389,1400,0.05,0.01,47,10240
1397,1450,0.05,0.01,50,10250
1397,1400,0.05,0.01,47,10260
1389,1450,0.05,0.01,50,10270
1393,1400,0.05,0.01,48,10280
1401,1400,0.05,0.01,48,10290
1385,1400,0.05,0.01,48,10300
1393,1450,0.05,0.01,51,10310
1396,1450,0.05,0.01,51,10320
1404,1450,0.05,0.01,51,10330
1404,1450,0.05,0.01,52,10340
500000,1450,0.05,0.01,0,10350
1392,1400,0.05,0.01,49,10360
1397,1450,0.05,0.01,53,10370
1401,1450,0.05,0.01,53,10380
1397,1450,0.05,0.01,53,10390
1408,1450,0.05,0.01,53,10400
1414,1450,0.05,0.01,53,10410
1416,1450,0.05,0.01,54,10420
1429,1450,0.05,0.01,53,10430
1437,1450,0.05,0.01,53,10440
1437,1450,0.05,0.01,53,10450
1449,1450,0.05,0.01,53,10460
1445,1400,0.05,0.01,50,10470
1449,1450,0.05,0.01,52,10480
1458,1450,0.05,0.01,52,10490
1453,1450,0.05,0.01,52,10500
1458,1450,0.05,0.01,51,10510
1471,1400,0.05,0.01,48,10520
1457,1400,0.05,0.01,48,10530
1458,1400,0.05,0.01,47,10540
1462,1450,0.05,0.01,49,10550
1466,1450,0.05,0.01,49,10560
1453,1450,0.05,0.01,50,10570
1460,1450,0.05,0.01,49,10580
1466,1400,0.05,0.01,46,10590
1449,1400,0.05,0.01,46,10600
1458,1450,0.05,0.01,48,10610
1453,1400,0.05,0.01,45,10620
1441,1400,0.05,0.01,45,10630
1445,1400,0.05,0.01,45,10640
1441,1400,0.05,0.01,45,10650
1429,1450,0.05,0.01,48,10660
1429,1450,0.05,0.01,48,10670
1416,1450,0.05,0.01,48,10680
1428,1450,0.05,0.01,49,10690
1429,1450,0.05,0.01,49,10700
500000,1450,0.05,0.01,0,10710
1414,1400,0.05,0.01,47,10720
1408,1400,0.05,0.01,47,10730
1394,1400,0.05,0.01,48,10740
1397,1450,0.05,0.01,51,10750
1401,1400,0.05,0.01,48,10760
1389,1450,0.05,0.01,52,10770
1398,1450,0.05,0.01,52,10780
1401,1400,0.05,0.01,49,10790
1394,1400,0.05,0.01,49,10800
1405,1450,0.05,0.01,52,10810
1408,1450,0.05,0.01,52,10820
1407,1400,0.05,0.01,50,10830
1416,1400,0.05,0.01,49,10840
1420,1450,0.05,0.01,52,10850
1412,1450,0.05,0.01,52,10860
1425,1450,0.05,0.01,52,10870
1416,1400,0.05,0.01,50,10880
1420,1450,0.05,0.01,52,10890
1433,1450,0.05,0.01,52,10900
1427,1450,0.05,0.01,52,10910
1433,1450,0.05,0.01,52,10920
1445,1450,0.05,0.01,52,10930
1440,1450,0.05,0.01,52,10940
1442,1450,0.05,0.01,52,10950
1458,1400,0.05,0.01,48,10960
1449,1450,0.05,0.01,51,10970
1453,1450,0.05,0.01,51,10980
666667,1400,0.05,0.01,0,10990
1457,1400,0.05,0.01,48,11000
1437,1450,0.05,0.01,51,11010
1441,1450,0.05,0.01,51,11020
1453,1450,0.05,0.01,50,11030
1441,1450,0.05,0.01,51,11040
1453,1400,0.05,0.01,48,11050
1458,1450,0.05,0.01,50,11060
1441,1450,0.05,0.01,51,11070
1453,1400,0.05,0.01,47,11080
1458,1400,0.05,0.01,46,11090
1447,1400,0.05,0.01,46,11100
1449,1400,0.05,0.01,46,11110
1445,1450,0.05,0.01,48,11120
1437,1450,0.05,0.01,49,11130
1438,1450,0.05,0.01,49,11140
1429,1450,0.05,0.01,50,11150
1437,1450,0.05,0.01,49,11160
666667,1450,0.05,0.01,0,11170
1416,1400,0.05,0.01,48,11180
1420,1450,0.05,0.01,50,11190
1412,1450,0.05,0.01,51,11200
1415,1400,0.05,0.01,48,11210
2801,1450,0.05,0.01,0,11220
1404,1400,0.05,0.01,49,11230
1401,1450,0.05,0.01,52,11240
1412,1450,0.05,0.01,52,11250
1408,1450,0.05,0.01,52,11260
1408,1450,0.05,0.01,53,11270
1425,1400,0.05,0.01,49,11280
1416,1400,0.05,0.01,50,11290
1420,1400,0.05,0.01,49,11300
1429,1400,0.05,0.01,48,11310
1416,1450,0.05,0.01,52,11320
1420,1400,0.05,0.01,49,11330
1429,1450,0.05,0.01,51,11340
1425,1450,0.05,0.01,52,11350
1433,1400,0.05,0.01,49,11360
1437,1400,0.05,0.01,48,11370
1429,1400,0.05,0.01,48,11380
1429,1400,0.05,0.01,48,11390
1433,1400,0.05,0.01,47,11400
1436,1400,0.05,0.01,47,11410
1420,1400,0.05,0.01,47,11420
1425,1400,0.05,0.01,47,11430
1433,1450,0.05,0.01,49,11440
1412,1450,0.05,0.01,51,11450
1418,1450,0.05,0.01,51,11460
1433,1400,0.05,0.01,47,11470
1415,1400,0.05,0.01,48,11480
1425,1450,0.05,0.01,50,11490
1429,1450,0.05,0.01,50,11500
1416,1450,0.05,0.01,51,11510
1433,1450,0.05,0.01,50,11520
1437,1450,0.05,0.01,50,11530
1425,1450,0.05,0.01,51,11540
1437,1400,0.05,0.01,48,11550
1441,1400,0.05,0.01,47,11560
1433,1400,0.05,0.01,47,11570
1433,1450,0.05,0.01,50,11580
1441,1400,0.05,0.01,46,11590
1425,1450,0.05,0.01,50,11600
1429,1450,0.05,0.01,50,11610
1422,1450,0.05,0.01,51,11620
1432,1450,0.05,0.01,50,11630
1437,1450,0.05,0.01,50,11640
1429,1450,0.05,0.01,51,11650
1437,1450,0.05,0.01,51,11660
1429,1450,0.05,0.01,50,11670
1433,1450,0.05,0.01,51,11680
1441,1450,0.05,0.01,51,11690
1441,1450,0.05,0.01,51,11700
1437,1450,0.05,0.01,51,11710
1453,1450,0.05,0.01,50,11720
1445,1450,0.05,0.01,51,11730
1449,1450,0.05,0.01,51,11740
1458,1450,0.05,0.01,50,11750
1449,1400,0.05,0.01,47,11760
1447,1450,0.05,0.01,50,11770
1455,1450,0.05,0.01,50,11780
1466,1450,0.05,0.01,49,11790
1445,1450,0.05,0.01,50,11800
1457,1450,0.05,0.01,49,11810
1466,1450,0.05,0.01,49,11820
1445,1450,0.05,0.01,50,11830
1458,1450,0.05,0.01,49,11840
1463,1400,0.05,0.01,46,11850
1448,1400,0.05,0.01,46,11860
1453,1450,0.05,0.01,48,11870
1449,1400,0.05,0.01,45,11880
1440,1400,0.05,0.01,46,11890
1441,1450,0.05,0.01,48,11900
1425,1450,0.05,0.01,49,11910
1437,1450,0.05,0.01,49,11920
1437,1400,0.05,0.01,46,11930
1425,1400,0.05,0.01,46,11940
1429,1400,0.05,0.01,46,11950
1425,1450,0.05,0.01,49,11960
1412,1450,0.05,0.01,50,11970
1416,1450,0.05,0.01,50,11980
1408,1450,0.05,0.01,51,11990
1417,1450,0.05,0.01,50,12000
1425,1450,0.05,0.01,50,12010
1419,1450,0.05,0.01,51,12020
1420,1400,0.05,0.01,48,12030
1429,1400,0.05,0.01,47,12040
1416,1400,0.05,0.01,48,12050
1417,1450,0.05,0.01,51,12060
1420,1450,0.05,0.01,51,12070
1416,1450,0.05,0.01,51,12080
1420,1450,0.05,0.01,51,12090
1429,1400,0.05,0.01,48,12100
1425,1450,0.05,0.01,51,12110
1429,1450,0.05,0.01,51,12120
1434,1450,0.05,0.01,51,12130
1432,1450,0.05,0.01,51,12140
1441,1450,0.05,0.01,51,12150
1445,1450,0.05,0.01,51,12160
1461,1450,0.05,0.01,50,12170
1447,1450,0.05,0.01,51,12180
1453,1450,0.05,0.01,50,12190
1463,1450,0.05,0.01,50,12200
1450,1450,0.05,0.01,50,12210
1462,1450,0.05,0.01,50,12220
1466,1400,0.05,0.01,46,12230
1458,1400,0.05,0.01,46,12240
1452,1450,0.05,0.01,49,12250
1455,1450,0.05,0.01,49,12260
1449,1450,0.05,0.01,49,12270
1453,1400,0.05,0.01,46,12280
1440,1450,0.05,0.01,49,12290
Enter the value of PEnter the value of I1437 ,1450,0.08,0.03,100,12300
1499,1450,0.08,0.03,100,12310
1567,1450,0.08,0.03,100,12320
1664,1450,0.08,0.03,100,12330
1732,1450,0.08,0.03,100,12340
1805,1450,0.08,0.03,100,12350
1873,1450,0.08,0.03,99,12360
1947,1450,0.08,0.03,78,12370
2000,1450,0.08,0.03,58,12380
2016,1450,0.08,0.03,39,12390
1996,1400,0.08,0.03,19,12400
1986,1400,0.08,0.03,2,12410
1953,1400,0.08,0.03,0,12420
1946,1400,0.08,0.03,0,12430
1932,1400,0.08,0.03,0,12440
1903,1400,0.08,0.03,0,12450
1885,1400,0.08,0.03,0,12460
1855,1400,0.08,0.03,0,12470
1826,1400,0.08,0.03,2,12480
1802,1400,0.08,0.03,0,12490
1800,1400,0.08,0.03,0,12500
1768,1400,0.08,0.03,0,12510
1756,1400,0.08,0.03,0,12520
1726,1400,0.08,0.03,1,12530
1712,1400,0.08,0.03,0,12540
1706,1400,0.08,0.03,0,12550
1675,1400,0.08,0.03,0,12560
1665,1400,0.08,0.03,0,12570
1643,1400,0.08,0.03,0,12580
1614,1400,0.08,0.03,3,12590
1609,1400,0.08,0.03,0,12600
1608,1400,0.08,0.03,0,12610
1572,1400,0.08,0.03,1,12620
1548,1400,0.08,0.03,0,12630
1534,1400,0.08,0.03,0,12640
1519,1400,0.08,0.03,0,12650
1497,1400,0.08,0.03,0,12660
1478,1400,0.08,0.03,0,12670
1471,1400,0.08,0.03,0,12680
1463,1400,0.08,0.03,1,12690
1432,1400,0.08,0.03,1,12700
1425,1400,0.08,0.03,1,12710
1414,1400,0.08,0.03,1,12720
1381,1400,0.08,0.03,5,12730
1375,1400,0.08,0.03,6,12740
1358,1400,0.08,0.03,8,12750
1340,1400,0.08,0.03,12,12760
1330,1400,0.08,0.03,15,12770
1309,1400,0.08,0.03,19,12780
1305,1400,0.08,0.03,22,12790
1299,1400,0.08,0.03,26,12800
1273,1400,0.08,0.03,32,12810
1266,1400,0.08,0.03,36,12820
1259,1400,0.08,0.03,41,12830
1259,1400,0.08,0.03,45,12840
1259,1400,0.08,0.03,49,12850
1244,1450,0.08,0.03,61,12860
1259,1450,0.08,0.03,65,12870
1279,1400,0.08,0.03,63,12880
1312,1450,0.08,0.03,70,12890
2736,1500,0.08,0.03,0,12900
1340,1400,0.08,0.03,65,12910
2670,1450,0.08,0.03,0,12920
1360,1400,0.08,0.03,64,12930
1362,1350,0.08,0.03,60,12940
1377,1400,0.08,0.03,63,12950
1404,1450,0.08,0.03,67,12960
1425,1450,0.08,0.03,66,12970
1445,1350,0.08,0.03,53,12980
1471,1400,0.08,0.03,53,12990
1466,1400,0.08,0.03,51,13000
1471,1450,0.08,0.03,54,13010
1484,1400,0.08,0.03,47,13020
1488,1400,0.08,0.03,44,13030
1466,1400,0.08,0.03,44,13040
1466,1400,0.08,0.03,42,13050
1466,1400,0.08,0.03,40,13060
1441,1400,0.08,0.03,40,13070
1446,1400,0.08,0.03,39,13080
1439,1400,0.08,0.03,38,13090
1416,1400,0.08,0.03,39,13100
1416,1400,0.08,0.03,39,13110
1414,1400,0.08,0.03,39,13120
1389,1400,0.08,0.03,41,13130
1390,1400,0.08,0.03,41,13140
1385,1400,0.08,0.03,42,13150
1362,1450,0.08,0.03,50,13160
1376,1400,0.08,0.03,46,13170
1377,1400,0.08,0.03,47,13180
1359,1450,0.08,0.03,55,13190
1370,1450,0.08,0.03,56,13200
1389,1400,0.08,0.03,51,13210
1378,1450,0.08,0.03,58,13220
1391,1450,0.08,0.03,59,13230
1425,1450,0.08,0.03,57,13240
1419,1450,0.08,0.03,58,13250
1445,1450,0.08,0.03,57,13260
1462,1450,0.08,0.03,55,13270
1453,1450,0.08,0.03,55,13280
1474,1450,0.08,0.03,53,13290
1485,1450,0.08,0.03,51,13300
1484,1450,0.08,0.03,50,13310
1488,1400,0.08,0.03,43,13320
1471,1400,0.08,0.03,42,13330
1475,1400,0.08,0.03,40,13340
1455,1400,0.08,0.03,40,13350
1449,1400,0.08,0.03,39,13360
1441,1400,0.08,0.03,38,13370
1426,1400,0.08,0.03,39,13380
1422,1400,0.08,0.03,38,13390
1416,1400,0.08,0.03,38,13400
1398,1400,0.08,0.03,40,13410
1393,1400,0.08,0.03,40,13420
1389,1400,0.08,0.03,41,13430
1375,1400,0.08,0.03,43,13440
1370,1400,0.08,0.03,44,13450
1370,1400,0.08,0.03,45,13460
1357,1450,0.08,0.03,53,13470
1359,1450,0.08,0.03,56,13480
1377,1450,0.08,0.03,56,13490
1381,1450,0.08,0.03,58,13500
1389,1450,0.08,0.03,59,13510
1412,1450,0.08,0.03,59,13520
1429,1400,0.08,0.03,52,13530
1433,1450,0.08,0.03,57,13540
1453,1450,0.08,0.03,55,13550
1452,1450,0.08,0.03,55,13560
1458,1450,0.08,0.03,54,13570
1471,1400,0.08,0.03,47,13580
1462,1400,0.08,0.03,46,13590
1461,1400,0.08,0.03,44,13600
1460,1400,0.08,0.03,42,13610
1458,1400,0.08,0.03,41,13620
1437,1400,0.08,0.03,41,13630
1438,1400,0.08,0.03,40,13640
1434,1400,0.08,0.03,39,13650
1408,1400,0.08,0.03,41,13660
1412,1400,0.08,0.03,41,13670
1412,1400,0.08,0.03,40,13680
1389,1400,0.08,0.03,42,13690
1389,1450,0.08,0.03,48,13700
1389,1450,0.08,0.03,50,13710
1374,1450,0.08,0.03,54,13720
1395,1450,0.08,0.03,53,13730
1404,1450,0.08,0.03,54,13740
1397,1450,0.08,0.03,56,13750
1416,1450,0.08,0.03,56,13760
1434,1450,0.08,0.03,55,13770
1425,1450,0.08,0.03,56,13780
1447,1450,0.08,0.03,55,13790
500000,1450,0.08,0.03,0,13800
1441,1400,0.08,0.03,50,13810
1441,1450,0.08,0.03,54,13820
1449,1450,0.08,0.03,54,13830
1451,1450,0.08,0.03,53,13840
2915,1450,0.08,0.03,0,13850
1443,1400,0.08,0.03,49,13860
1449,1450,0.08,0.03,52,13870
1448,1400,0.08,0.03,47,13880
1441,1450,0.08,0.03,52,13890
1449,1450,0.08,0.03,51,13900
1445,1450,0.08,0.03,52,13910
1452,1450,0.08,0.03,51,13920
1459,1450,0.08,0.03,50,13930
1445,1450,0.08,0.03,51,13940
1453,1400,0.08,0.03,45,13950
1460,1450,0.08,0.03,48,13960
1447,1450,0.08,0.03,49,13970
1449,1400,0.08,0.03,44,13980
1451,1400,0.08,0.03,42,13990
1453,1400,0.08,0.03,40,14000
1429,1400,0.08,0.03,41,14010
1429,1400,0.08,0.03,41,14020
1429,1400,0.08,0.03,40,14030
1404,1400,0.08,0.03,41,14040
1404,1400,0.08,0.03,41,14050
1404,1400,0.08,0.03,41,14060
1383,1400,0.08,0.03,43,14070
1381,1400,0.08,0.03,44,14080
1379,1400,0.08,0.03,45,14090
1359,1400,0.08,0.03,48,14100
1362,1400,0.08,0.03,49,14110
1373,1450,0.08,0.03,56,14120
1362,1400,0.08,0.03,53,14130
1377,1400,0.08,0.03,52,14140
1377,1400,0.08,0.03,53,14150
1385,1400,0.08,0.03,53,14160
1394,1400,0.08,0.03,52,14170
1393,1400,0.08,0.03,52,14180
1401,1400,0.08,0.03,52,14190
1412,1400,0.08,0.03,50,14200
1401,1450,0.08,0.03,57,14210
1412,1450,0.08,0.03,57,14220
1429,1400,0.08,0.03,51,14230
1446,1450,0.08,0.03,54,14240
1437,1400,0.08,0.03,49,14250
1445,1450,0.08,0.03,53,14260
1455,1450,0.08,0.03,52,14270
1445,1450,0.08,0.03,53,14280
1458,1450,0.08,0.03,51,14290
1466,1450,0.08,0.03,50,14300
1461,1450,0.08,0.03,50,14310
1466,1450,0.08,0.03,49,14320
1474,1400,0.08,0.03,43,14330
1458,1400,0.08,0.03,42,14340
1453,1400,0.08,0.03,41,14350
1437,1400,0.08,0.03,41,14360
1433,1400,0.08,0.03,41,14370
1429,1400,0.08,0.03,40,14380
1408,1400,0.08,0.03,41,14390
1405,1400,0.08,0.03,41,14400
1404,1400,0.08,0.03,41,14410
1384,1400,0.08,0.03,43,14420
1385,1400,0.08,0.03,44,14430
1381,1400,0.08,0.03,45,14440
1366,1450,0.08,0.03,52,14450
1377,1450,0.08,0.03,54,14460
1381,1450,0.08,0.03,55,14470
1385,1450,0.08,0.03,57,14480
1404,1450,0.08,0.03,57,14490
1412,1400,0.08,0.03,52,14500
1414,1500,0.08,0.03,62,14510
1437,1450,0.08,0.03,57,14520
1449,1450,0.08,0.03,56,14530
1455,1400,0.08,0.03,50,14540
1468,1400,0.08,0.03,47,14550
1453,1450,0.08,0.03,52,14560
2853,1400,0.08,0.03,0,14570
1451,1400,0.08,0.03,46,14580
1437,1400,0.08,0.03,47,14590
1433,1400,0.08,0.03,46,14600
1437,1450,0.08,0.03,50,14610
1425,1450,0.08,0.03,52,14620
1431,1450,0.08,0.03,52,14630
1437,1450,0.08,0.03,52,14640
1437,1450,0.08,0.03,52,14650
1441,1450,0.08,0.03,52,14660
1453,1450,0.08,0.03,51,14670
1462,1450,0.08,0.03,50,14680
1449,1450,0.08,0.03,51,14690
1457,1450,0.08,0.03,50,14700
1460,1450,0.08,0.03,50,14710
1449,1450,0.08,0.03,50,14720
1458,1400,0.08,0.03,44,14730
1452,1400,0.08,0.03,43,14740
1429,1400,0.08,0.03,44,14750
